lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133889,-76.979736,9,0.04,139.20,5,8,21,20,4.31,2.52,199.96,27.2,70.2,142,?,107.0,12.04,0.10,1.430406093597412
-12.133889,-76.979736,9,0.02,139.20,5,8,21,21,4.10,2.90,197.95,27.2,70.2,142,?,107.0,12.01,0.09,3.2151966094970703
-12.133889,-76.979736,9,0.02,139.20,5,8,21,21,4.44,2.47,198.03,27.2,70.2,143,?,107.0,12.05,0.10,3.7993578910827637
-12.133889,-76.979736,9,0.04,139.20,5,8,21,21,4.43,2.99,197.10,27.2,70.2,143,?,108.0,12.02,0.09,3.8939578533172607
-12.133889,-76.979736,10,0.04,139.30,5,8,21,21,4.32,2.75,198.05,27.2,70.2,143,?,107.0,12.02,0.09,5.568755388259888
-12.133889,-76.979736,10,0.02,139.30,5,8,21,21,4.34,2.34,202.59,27.2,70.1,143,?,107.0,12.02,0.10,6.371522903442383
-12.133889,-76.979736,10,0.02,139.30,5,8,21,21,4.24,2.43,202.16,27.2,70.1,143,?,107.0,12.04,0.10,7.5082314014434814
-12.133889,-76.979736,10,0.02,139.30,5,8,21,21,4.22,2.83,197.26,27.2,70.1,144,?,107.0,12.04,0.09,8.328484058380127
-12.133889,-76.979736,10,0.06,139.30,5,8,21,21,4.23,2.67,201.87,27.2,70.1,144,?,107.0,12.04,0.09,8.34267258644104
-12.133889,-76.979736,10,0.02,139.30,5,8,21,21,4.57,2.68,200.44,27.2,70.1,144,?,107.0,12.02,0.09,8.351001977920532
-12.133889,-76.979736,10,0.02,139.30,5,8,21,21,4.51,2.43,196.64,27.2,70.1,144,?,107.0,11.99,0.12,8.83992314338684
-12.133888,-76.979736,10,0.04,139.30,5,8,21,21,4.65,2.62,202.44,27.2,70.1,144,?,107.0,12.05,0.09,9.977156400680542
-12.133888,-76.979736,10,0.04,139.70,5,8,21,21,4.42,2.83,201.09,27.3,70.1,144,?,107.0,12.04,0.09,11.827759742736816
-12.133887,-76.979736,10,0.02,139.70,5,8,21,21,4.50,3.05,199.34,27.3,70.1,144,?,107.0,12.04,0.12,13.416478157043457
-12.133887,-76.979736,10,0.02,139.70,5,8,21,21,4.08,3.05,201.22,27.2,70.1,144,?,107.0,12.02,0.09,14.684957504272461
-12.133887,-76.979736,10,0.00,139.70,5,8,21,21,4.24,2.79,200.87,27.3,70.1,144,?,107.0,12.04,0.12,16.24445414543152
