lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133882,-76.979728,10,0.06,139.70,5,8,21,21,4.26,2.15,196.30,27.4,70.1,-160,?,107.0,12.02,0.10,2.0121498107910156
-12.133881,-76.979728,10,0.04,139.70,5,8,21,21,4.29,2.37,198.47,27.4,70.0,-169,?,107.0,11.96,0.12,3.264359712600708
-12.133881,-76.979728,10,0.04,139.70,5,8,21,21,4.07,2.36,199.43,27.4,70.0,178,?,107.0,12.04,0.07,3.800261974334717
-12.133881,-76.979728,10,0.02,139.70,5,8,21,21,4.18,2.67,203.93,27.4,70.0,147,?,107.0,12.02,0.10,4.511042356491089
-12.133881,-76.979728,10,0.04,139.70,5,8,21,21,4.10,2.72,201.44,27.4,70.0,59,?,107.0,12.04,0.12,6.479083776473999
-12.133881,-76.979728,10,0.04,139.70,5,8,21,21,4.27,2.88,200.32,27.4,70.0,31,?,107.0,12.02,0.07,7.185798168182373
-12.133881,-76.979728,10,0.06,139.70,5,8,21,21,4.16,2.75,190.82,27.4,70.0,12,?,107.0,12.02,0.10,9.01033902168274
-12.133881,-76.979728,10,0.06,139.70,5,8,21,21,4.16,2.76,195.65,27.4,70.0,9,?,107.0,12.02,0.09,10.089263916015625
-12.133881,-76.979728,10,0.06,138.60,5,8,21,21,4.46,2.53,195.37,27.4,70.0,8,?,107.0,12.05,0.10,10.332830429077148
-12.133880,-76.979728,10,0.07,138.60,5,8,21,21,4.50,2.50,196.60,27.4,70.0,2,?,107.0,11.98,0.10,11.719194650650024
-12.133880,-76.979728,10,0.07,138.60,5,8,21,21,4.33,2.39,192.50,27.4,70.0,-12,?,107.0,12.05,0.10,12.941449880599976
-12.133880,-76.979728,10,0.02,138.60,5,8,21,21,4.40,2.67,188.15,27.4,70.0,-20,?,106.0,12.01,0.09,14.480216979980469
-12.133880,-76.979728,10,0.02,138.60,5,8,21,21,4.17,2.38,188.76,27.4,70.0,-21,?,107.0,12.04,0.10,15.717581510543823
-12.133880,-76.979721,10,0.04,138.60,5,8,21,21,4.18,2.52,195.13,27.4,70.0,-20,?,107.0,12.04,0.12,15.943698644638062
-12.133880,-76.979721,10,0.04,138.60,5,8,21,21,4.03,2.43,190.14,27.4,70.0,-16,?,107.0,12.01,0.09,16.16752290725708
-12.133880,-76.979721,10,0.00,138.60,5,8,21,21,4.53,2.45,191.68,27.4,70.0,10,?,107.0,12.02,0.10,17.28564453125
-12.133881,-76.979721,10,0.00,138.40,5,8,21,21,4.31,2.71,194.28,27.4,70.0,81,?,107.0,12.02,0.10,18.109070301055908
-12.133881,-76.979721,10,0.00,138.40,5,8,21,21,4.28,2.47,194.66,27.4,70.0,75,?,107.0,12.02,0.09,18.122540950775146
-12.133881,-76.979721,10,0.00,138.40,5,8,21,21,4.21,2.63,194.20,27.4,70.0,70,?,108.0,11.99,0.12,18.13653063774109
-12.133881,-76.979721,10,0.06,138.40,5,8,21,21,4.14,2.54,196.46,27.4,70.0,65,?,107.0,12.04,0.10,18.15061116218567
-12.133881,-76.979721,10,0.06,138.40,5,8,21,21,4.12,2.49,194.78,27.4,70.0,60,?,107.0,12.04,0.09,18.164840936660767
-12.133881,-76.979721,10,0.04,138.40,5,8,21,21,4.20,2.77,196.66,27.4,70.0,127,?,107.0,11.99,0.09,19.42728328704834
-12.133881,-76.979721,10,0.04,138.40,5,8,21,21,4.34,2.68,201.18,27.5,69.9,140,?,107.0,12.02,0.09,20.935436725616455
-12.133881,-76.979721,10,0.02,138.40,5,8,21,21,4.21,2.81,199.45,27.4,69.9,134,?,107.0,12.02,0.10,22.456042766571045
-12.133881,-76.979721,10,0.02,138.40,5,8,21,21,4.29,2.73,197.49,27.4,69.9,136,?,108.0,12.02,0.10,23.541296005249023
-12.133881,-76.979721,10,0.00,138.40,5,8,21,21,4.04,2.72,196.37,27.5,69.9,136,?,106.0,12.01,0.09,25.011155128479004
-12.133881,-76.979721,10,0.00,138.10,5,8,21,21,4.60,2.83,198.26,27.5,69.9,135,?,107.0,12.02,0.09,27.22582983970642
-12.133881,-76.979721,10,0.02,138.10,5,8,21,21,4.57,2.80,198.14,27.5,69.9,136,?,107.0,12.04,0.07,28.935121059417725
-12.133881,-76.979721,10,0.02,138.10,5,8,21,21,4.33,2.98,199.69,27.5,69.9,134,?,107.0,12.02,0.10,30.13849139213562
-12.133881,-76.979721,10,0.02,138.10,5,8,21,21,4.08,2.76,198.58,27.5,69.9,119,?,108.0,11.98,0.10,30.996432304382324
-12.133881,-76.979721,10,0.02,137.90,5,8,21,21,4.36,2.75,200.56,27.5,69.9,116,?,107.0,12.02,0.10,31.168787240982056
-12.133881,-76.979721,10,0.02,137.90,5,8,21,21,4.39,2.93,197.62,27.5,69.9,86,?,107.0,12.04,0.09,33.51893496513367
-12.133881,-76.979721,10,0.02,137.90,5,8,21,21,3.91,2.72,199.89,27.5,69.9,84,?,107.0,12.02,0.10,35.29778790473938
-12.133881,-76.979721,10,0.00,137.90,5,8,21,21,4.25,2.68,198.90,27.5,69.9,137,?,108.0,12.01,0.10,37.911014795303345
-12.133881,-76.979721,10,0.00,137.60,5,8,21,21,4.19,2.44,198.37,27.5,69.9,145,?,107.0,12.04,0.10,39.59205174446106
-12.133880,-76.979721,10,0.04,137.60,5,8,21,21,4.47,2.67,200.13,27.5,69.9,134,?,107.0,12.02,0.09,40.90843224525452
-12.133880,-76.979721,10,0.04,137.60,5,8,21,21,4.44,2.72,196.92,27.5,69.9,132,?,107.0,12.02,0.10,42.267411947250366
-12.133880,-76.979721,10,0.07,137.60,5,8,21,21,4.08,2.33,198.58,27.5,69.9,135,?,107.0,11.98,0.10,43.076271772384644
-12.133880,-76.979721,10,0.07,137.60,5,8,21,21,4.36,2.61,198.47,27.5,69.8,134,?,107.0,12.02,0.09,43.981653928756714
-12.133879,-76.979721,10,0.02,137.60,5,8,21,21,4.49,2.49,194.86,27.5,69.8,134,?,107.0,12.04,0.10,44.55323386192322
-12.133879,-76.979721,10,0.02,137.60,5,8,21,21,4.50,2.45,196.87,27.5,69.8,131,?,107.0,12.04,0.12,46.31384491920471
