lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133908,-76.979904,10,0.07,131.60,7,8,21,41,5.76,4.19,19.74,25.6,69.5,?,1,207.0,11.86,0.12,0.581932544708252
-12.133908,-76.979904,10,0.07,131.60,7,8,21,41,5.54,4.40,21.11,25.6,69.5,?,1,207.0,11.85,0.06,0.8999903202056885
-12.133912,-76.979904,10,0.04,131.60,7,8,21,41,5.36,4.24,19.09,25.6,69.5,?,-25,204.0,11.74,0.09,1.7104322910308838
-12.133912,-76.979904,10,0.04,131.60,7,8,21,41,5.55,4.27,20.10,25.6,69.5,?,-31,163.0,11.76,0.10,1.9367001056671143
-12.133913,-76.979904,9,0.04,132.80,7,8,21,41,5.51,4.16,19.10,25.6,69.5,?,-57,203.0,11.85,0.04,2.8041279315948486
-12.133913,-76.979904,9,0.15,132.80,7,8,21,41,5.53,4.09,19.67,25.6,69.6,?,-66,204.0,11.82,0.07,3.5849409103393555
-12.133913,-76.979904,9,0.15,132.80,7,8,21,41,5.66,4.09,19.92,25.6,69.6,?,-66,207.0,11.72,0.09,3.8656599521636963
-12.133914,-76.979904,9,0.04,132.80,7,8,21,41,5.37,4.35,20.23,25.6,69.6,?,-66,205.0,11.85,0.09,4.712411403656006
-12.133915,-76.979904,9,0.04,133.10,7,8,21,41,5.89,4.26,18.65,25.6,69.6,?,-67,205.0,11.67,0.12,5.795880556106567
-12.133916,-76.979904,9,0.04,133.10,7,8,21,41,5.44,4.14,21.24,25.6,69.6,?,-67,206.0,11.82,0.09,6.5868144035339355
-12.133916,-76.979904,9,0.04,133.10,7,8,21,41,5.49,4.44,22.06,25.6,69.6,?,-67,206.0,11.72,0.09,6.92987060546875
-12.133916,-76.979904,9,0.11,133.10,7,8,21,41,5.31,3.71,19.09,25.6,69.6,?,-67,206.0,11.88,0.07,7.710578680038452
-12.133917,-76.979904,9,0.11,133.00,7,8,21,41,5.58,4.26,20.61,25.6,69.6,?,-67,205.0,11.83,0.06,8.785171031951904
-12.133917,-76.979904,9,0.09,133.00,7,8,21,41,5.72,3.89,20.55,25.6,69.6,?,-68,207.0,11.73,0.12,9.601400136947632
-12.133917,-76.979904,9,0.09,133.00,7,8,21,41,5.55,3.04,20.48,25.6,69.6,?,-69,206.0,11.76,0.10,9.861007452011108
-12.133918,-76.979904,9,0.09,133.00,7,8,21,41,6.01,3.93,18.02,25.6,69.6,?,-74,206.0,11.73,0.09,10.709583520889282
-12.133918,-76.979904,9,0.09,133.00,7,8,21,41,5.63,3.68,17.06,25.6,69.6,?,-76,162.0,11.85,0.09,11.03733515739441
-12.133918,-76.979904,9,0.09,133.00,7,8,21,41,5.65,4.31,17.12,25.6,69.5,?,-82,207.0,11.70,0.06,11.779541015625
-12.133917,-76.979904,9,0.02,133.00,7,8,21,41,5.99,4.24,18.60,25.6,69.6,?,-95,205.0,11.70,0.09,12.585543632507324
-12.133917,-76.979904,9,0.02,133.00,7,8,21,41,5.53,4.11,17.10,25.6,69.5,?,-100,210.0,11.83,0.07,12.878262519836426
-12.133917,-76.979904,9,0.04,133.00,7,8,21,41,5.43,4.29,18.07,25.6,69.6,?,-117,207.0,11.80,0.10,14.180691480636597
-12.133917,-76.979904,9,0.04,133.00,7,8,21,41,5.48,4.25,18.16,25.6,69.5,?,-117,164.0,11.55,0.06,14.671666383743286
-12.133917,-76.979904,9,0.04,132.80,7,8,21,41,5.54,4.36,16.70,25.6,69.5,?,-117,213.0,11.74,0.07,14.77587890625
-12.133917,-76.979904,9,0.04,132.80,7,8,21,41,5.38,4.15,17.98,25.6,69.5,?,-115,206.0,11.64,0.07,15.583934783935547
-12.133917,-76.979904,9,0.04,132.80,7,8,21,41,6.06,3.99,16.78,25.6,69.6,?,-108,208.0,11.74,0.06,16.639204263687134
-12.133917,-76.979904,9,0.06,132.80,7,8,21,41,5.76,4.12,17.79,25.6,69.5,?,-102,206.0,11.74,0.07,17.37094235420227
-12.133919,-76.979904,9,0.06,132.80,7,8,21,41,5.50,3.83,16.80,25.7,69.5,?,-97,206.0,11.74,0.07,17.778695344924927
-12.133919,-76.979904,9,0.46,132.80,7,8,21,41,5.53,3.92,17.79,25.7,69.5,?,-91,207.0,11.85,0.06,18.58702063560486
-12.133919,-76.979904,9,0.46,132.80,7,8,21,41,5.54,4.06,17.53,25.7,69.5,?,-88,206.0,11.77,0.09,18.881956815719604
-12.133919,-76.979904,9,0.57,132.80,7,8,21,41,5.97,3.92,17.50,25.7,69.5,?,-81,205.0,11.63,0.07,19.741955280303955
-12.133919,-76.979904,10,0.57,132.70,7,8,21,41,5.56,4.29,18.03,25.7,69.5,?,-74,206.0,11.73,0.09,20.820992946624756
-12.133918,-76.979904,10,0.07,132.70,7,8,21,41,5.48,3.78,17.57,25.7,69.5,?,-81,204.0,11.73,0.06,21.59370732307434
-12.133918,-76.979904,10,0.07,132.70,7,8,21,41,5.37,3.88,17.79,25.7,69.5,?,-85,206.0,11.73,0.06,21.860326528549194
-12.133919,-76.979904,10,0.00,132.70,7,8,21,41,5.72,3.77,17.48,25.7,69.5,?,-95,207.0,11.79,0.06,22.70638418197632
-12.133919,-76.979904,10,0.00,132.70,7,8,21,41,5.82,4.12,17.44,25.7,69.5,?,-97,165.0,11.72,0.07,22.983641862869263
-12.133919,-76.979904,10,0.00,132.70,7,8,21,41,5.68,4.20,18.20,25.7,69.5,?,-93,161.0,11.76,0.09,24.19771146774292
-12.133917,-76.979904,10,0.26,132.70,7,8,21,41,5.50,4.01,18.78,25.7,69.5,?,-94,205.0,11.85,0.06,24.71997618675232
-12.133917,-76.979904,10,0.26,132.70,7,8,21,41,5.73,3.97,16.44,25.7,69.5,?,-98,162.0,11.82,0.07,26.000393629074097
-12.133916,-76.979896,10,0.15,132.70,7,8,21,41,5.71,3.75,17.78,25.7,69.5,?,-95,206.0,11.73,0.15,26.756611108779907
-12.133915,-76.979896,10,0.24,132.70,7,8,21,41,5.42,4.07,19.14,25.7,69.5,?,-99,204.0,11.73,0.06,28.733983039855957
-12.133915,-76.979896,10,0.24,132.70,7,8,21,41,5.82,4.08,16.11,25.7,69.4,?,-100,162.0,11.74,0.04,29.9819655418396
-12.133912,-76.979896,10,0.67,132.70,7,8,21,41,5.73,4.57,16.94,25.7,69.4,?,-87,207.0,11.79,0.06,30.72573232650757
