lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133963,-76.979873,8,0.13,153.40,7,8,21,25,5.38,4.33,25.17,27.0,65.9,?,-118,210.0,11.80,0.10,0.6108856201171875
-12.133963,-76.979873,8,0.13,153.40,7,8,21,25,5.69,3.68,24.92,27.0,65.9,?,-121,170.0,11.92,0.07,0.8543746471405029
-12.133963,-76.979873,8,0.13,153.40,7,8,21,25,5.73,4.10,25.35,27.0,65.9,?,-105,162.0,11.88,0.07,1.9177281856536865
-12.133958,-76.979873,8,0.17,153.40,7,8,21,25,6.16,4.51,24.15,27.0,65.9,?,-117,207.0,11.92,0.09,2.7192673683166504
-12.133953,-76.979873,8,0.35,153.40,7,8,21,25,5.83,3.96,24.95,27.0,65.9,?,-97,207.0,11.82,0.07,4.931710720062256
-12.133949,-76.979881,8,0.39,153.40,7,8,21,25,5.79,3.94,23.99,27.0,65.9,?,-112,207.0,11.86,0.09,6.036916494369507
-12.133949,-76.979881,8,0.39,153.40,7,8,21,25,5.55,4.06,24.19,27.0,65.9,?,-109,163.0,11.73,0.09,6.4217493534088135
-12.133949,-76.979881,8,0.39,153.40,7,8,21,25,5.60,4.10,24.64,27.0,65.9,?,-99,161.0,11.83,0.07,7.056899070739746
-12.133944,-76.979881,8,0.13,153.40,7,8,21,25,5.87,4.13,24.24,27.0,65.9,?,-96,208.0,11.91,0.12,7.6675190925598145
-12.133942,-76.979881,8,0.22,153.40,7,8,21,25,5.88,3.99,25.06,27.0,65.9,?,-111,208.0,11.85,0.06,8.809533834457397
-12.133942,-76.979881,8,0.22,153.40,7,8,21,25,5.82,3.80,24.54,27.0,65.9,?,-109,165.0,11.72,0.06,8.87317705154419
-12.133942,-76.979881,8,0.22,153.40,7,8,21,25,5.69,3.91,23.89,27.0,65.8,?,-80,162.0,11.77,0.06,9.928898811340332
-12.133937,-76.979881,8,0.02,153.40,7,8,21,25,7.37,2.90,25.66,27.0,65.8,?,-82,207.0,11.94,0.07,10.784938097000122
-12.133937,-76.979881,8,0.02,153.40,7,8,21,25,5.53,4.19,25.15,27.0,65.8,?,-106,161.0,11.83,0.09,12.00035548210144
-12.133933,-76.979888,8,0.44,153.40,7,8,21,25,5.56,3.62,24.90,27.0,65.8,?,-81,207.0,11.85,0.06,12.655505418777466
-12.133931,-76.979888,8,0.30,153.40,7,8,21,25,5.73,3.90,24.81,27.0,65.8,?,-103,207.0,11.88,0.09,13.776622295379639
-12.133931,-76.979888,8,0.30,153.40,7,8,21,25,5.25,2.81,25.32,27.0,65.8,?,-100,164.0,11.79,0.07,14.009841203689575
-12.133931,-76.979888,8,0.30,153.40,7,8,21,25,5.61,4.06,25.75,27.0,65.8,?,-88,162.0,11.83,0.07,14.904443264007568
-12.133929,-76.979888,8,0.19,153.40,7,8,21,25,5.45,3.93,25.48,27.1,65.8,?,-94,206.0,11.74,0.09,15.642817258834839
-12.133927,-76.979888,8,0.19,146.30,7,8,21,25,5.42,4.27,25.03,27.1,65.8,?,-92,208.0,11.88,0.09,16.8534517288208
-12.133927,-76.979888,8,0.19,146.30,7,8,21,25,5.65,4.07,24.26,27.1,65.8,?,-91,162.0,11.92,0.07,17.96622657775879
-12.133925,-76.979888,8,0.07,146.30,7,8,21,25,5.67,3.78,25.04,27.1,65.7,?,-80,213.0,11.95,0.07,18.680474281311035
-12.133924,-76.979888,8,0.07,146.10,7,8,21,25,5.41,4.01,25.95,27.1,65.7,?,-80,206.0,11.76,0.09,19.720601797103882
-12.133924,-76.979888,8,0.07,146.10,7,8,21,25,5.72,4.16,25.66,27.1,65.7,?,-97,163.0,11.85,0.09,20.900946855545044
-12.133921,-76.979888,8,0.22,146.10,7,8,21,25,5.81,4.00,25.10,27.1,65.7,?,-108,207.0,11.89,0.12,21.629172801971436
-12.133919,-76.979888,8,0.22,145.60,7,8,21,26,5.58,4.29,24.54,27.1,65.7,?,-90,208.0,11.86,0.09,22.720155000686646
-12.133919,-76.979888,8,0.22,145.60,7,8,21,26,5.47,4.34,26.03,27.1,65.7,?,-97,209.0,11.89,0.10,23.688979148864746
-12.133919,-76.979888,8,0.22,145.60,7,8,21,26,5.93,4.41,24.39,27.1,65.7,?,-94,163.0,11.89,0.06,23.914065837860107
-12.133917,-76.979888,8,0.09,145.60,7,8,21,26,5.98,4.00,24.67,27.1,65.7,?,-80,207.0,11.92,0.09,24.49779200553894
-12.133917,-76.979888,8,0.09,145.60,7,8,21,26,5.79,4.18,24.56,27.1,65.7,?,-78,208.0,11.83,0.10,24.81595253944397
-12.133917,-76.979888,8,0.09,145.60,7,8,21,26,5.17,3.90,25.27,27.1,65.7,?,-82,163.0,11.95,0.07,25.021443128585815
