lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133966,-76.979934,9,0.19,145.70,7,8,21,59,5.78,4.30,49.60,25.7,69.3,?,-96,207.0,11.82,0.06,0.15492033958435059
-12.133966,-76.979934,9,0.19,145.70,7,8,21,59,5.69,4.13,47.72,25.7,69.3,?,-96,206.0,11.79,0.07,0.44191694259643555
-12.133966,-76.979934,9,0.19,145.70,7,8,21,59,8.63,3.40,48.92,25.7,69.3,?,-96,164.0,11.88,0.07,0.6424825191497803
-12.133965,-76.979934,9,0.11,145.70,7,8,21,59,5.72,4.16,49.60,25.7,69.3,?,-97,206.0,11.82,0.07,1.2850236892700195
-12.133964,-76.979934,9,0.11,145.60,7,8,21,59,6.23,3.89,47.73,25.7,69.3,?,-95,206.0,11.66,0.10,2.352111577987671
-12.133962,-76.979934,9,0.15,145.60,7,8,21,59,5.56,3.98,48.40,25.7,69.3,?,-86,210.0,11.73,0.04,3.1447126865386963
-12.133962,-76.979934,9,0.15,145.60,7,8,21,59,5.63,3.66,47.71,25.7,69.3,?,-80,208.0,11.70,0.07,3.438953161239624
-12.133960,-76.979934,9,0.02,145.60,7,8,21,59,5.78,4.33,48.58,25.7,69.3,?,-61,207.0,11.79,0.12,4.273972272872925
-12.133958,-76.979934,8,0.02,145.10,7,8,21,59,5.57,4.44,48.10,25.7,69.3,?,-42,207.0,11.76,0.06,5.342237710952759
-12.133955,-76.979934,8,0.02,145.10,7,8,21,59,5.27,4.17,48.39,25.7,69.3,?,-38,205.0,11.69,0.09,6.144685745239258
-12.133955,-76.979934,8,0.02,145.10,7,8,21,59,5.71,4.21,48.24,25.7,69.3,?,-38,206.0,11.74,0.06,6.44577431678772
-12.133952,-76.979934,8,0.13,145.10,7,8,22,0,5.68,4.04,48.24,25.7,69.3,?,-34,206.0,11.67,0.06,7.269131660461426
-12.133952,-76.979934,8,0.13,145.10,7,8,22,0,5.88,4.32,48.25,25.7,69.3,?,-30,168.0,11.67,0.06,7.502819776535034
-12.133951,-76.979934,8,1.11,145.10,7,8,22,0,5.76,4.54,49.26,25.7,69.3,?,-5,206.0,11.76,0.06,8.180095672607422
