lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133889,-76.979911,9,0.02,131.90,7,8,21,36,5.71,4.17,24.31,25.5,69.9,?,-87,207.0,11.92,0.09,0.17187714576721191
-12.133889,-76.979911,9,0.09,131.90,7,8,21,36,5.68,4.12,23.30,25.5,69.9,?,-87,206.0,11.76,0.10,0.9896929264068604
-12.133889,-76.979911,9,0.09,131.90,7,8,21,36,5.71,3.85,24.42,25.5,69.9,?,-88,206.0,11.79,0.06,1.2575151920318604
-12.133890,-76.979911,9,0.07,131.90,7,8,21,36,5.90,3.93,23.45,25.5,69.9,?,-73,205.0,11.91,0.12,2.101440668106079
-12.133890,-76.979911,9,0.07,132.00,7,8,21,36,5.48,4.28,24.18,25.5,69.9,?,-77,208.0,11.72,0.09,3.171743631362915
-12.133890,-76.979911,9,0.02,132.00,7,8,21,36,5.89,4.03,23.21,25.5,69.9,?,-77,207.0,11.83,0.09,3.977540969848633
-12.133890,-76.979911,9,0.02,132.00,7,8,21,36,5.35,3.62,23.50,25.5,69.9,?,-77,207.0,11.86,0.12,4.261042356491089
-12.133890,-76.979911,9,0.13,132.00,7,8,21,36,5.41,4.22,23.21,25.5,69.9,?,-76,205.0,11.85,0.09,5.104480981826782
-12.133891,-76.979911,10,0.13,131.90,7,8,21,36,5.61,3.84,23.01,25.5,69.9,?,-76,207.0,11.79,0.10,6.174084186553955
-12.133891,-76.979904,10,0.07,131.90,7,8,21,36,5.66,4.33,22.92,25.5,69.9,?,-77,206.0,11.77,0.07,7.031148433685303
-12.133891,-76.979904,10,0.07,131.90,7,8,21,36,5.14,4.51,23.01,25.5,69.9,?,-78,208.0,11.85,0.09,7.263582468032837
-12.133892,-76.979904,10,0.04,131.90,7,8,21,36,5.93,4.22,22.58,25.5,69.9,?,-77,206.0,11.89,0.07,8.63227915763855
-12.133892,-76.979904,10,0.04,131.90,7,8,21,36,5.26,4.20,23.69,25.5,69.9,?,-77,202.0,11.85,0.07,9.222569942474365
-12.133893,-76.979904,10,0.09,131.90,7,8,21,36,5.43,4.36,23.45,25.5,69.8,?,-77,206.0,11.69,0.09,10.094801187515259
-12.133893,-76.979904,10,0.09,131.90,7,8,21,36,6.22,4.41,23.11,25.5,69.8,?,-77,207.0,11.88,0.10,10.269187927246094
-12.133893,-76.979904,10,0.09,131.90,7,8,21,36,5.78,3.96,24.52,25.5,69.8,?,-78,164.0,11.86,0.06,10.70362377166748
-12.133893,-76.979904,10,0.07,131.90,7,8,21,36,5.52,4.03,22.96,25.5,69.8,?,-80,205.0,11.86,0.09,11.12038254737854
-12.133893,-76.979904,10,0.07,131.90,7,8,21,36,5.71,4.11,24.42,25.5,69.8,?,-82,163.0,11.82,0.09,12.400026082992554
-12.133895,-76.979904,10,0.20,131.90,7,8,21,36,5.63,4.06,24.86,25.5,69.8,?,-82,207.0,11.82,0.09,12.987971305847168
-12.133895,-76.979904,10,0.20,131.90,7,8,21,36,5.72,4.25,23.35,25.5,69.8,?,-83,207.0,11.85,0.09,13.26888108253479
-12.133895,-76.979904,10,0.20,131.90,7,8,21,36,5.65,4.03,24.36,25.5,69.8,?,-83,168.0,11.77,0.07,13.489859819412231
-12.133896,-76.979904,10,0.50,131.90,7,8,21,36,5.80,4.03,24.02,25.5,69.8,?,-83,204.0,11.88,0.06,14.119967699050903
-12.133896,-76.979904,10,0.50,131.90,7,8,21,36,5.49,4.12,23.93,25.5,69.8,?,-84,162.0,11.91,0.09,15.394866466522217
-12.133898,-76.979904,10,0.15,131.90,7,8,21,36,5.44,4.36,24.83,25.5,69.8,?,-84,207.0,11.88,0.07,16.077751636505127
-12.133898,-76.979904,10,0.15,131.90,7,8,21,36,5.24,4.20,24.95,25.5,69.8,?,-84,206.0,11.77,0.09,16.443474292755127
-12.133898,-76.979904,10,0.07,131.90,7,8,21,36,5.64,4.14,25.47,25.5,69.8,?,-84,206.0,11.72,0.10,17.105127573013306
