lat,lng,sat,vel,alt,day,mth,hor,min,alx,aly,hdn,tmp,hum,vwind,rwd,sailPos,bat,panel,time
-12.133878,-76.979743,9,0.15,141.00,5,8,21,18,4.46,2.77,199.25,26.5,70.8,,,107.0,12.02,0.10,1.5823557376861572
-12.133878,-76.979743,9,0.13,141.00,5,8,21,18,4.60,2.61,198.68,26.5,70.8,,,108.0,12.02,0.09,2.2014424800872803
-12.133878,-76.979743,9,0.13,141.00,5,8,21,18,4.14,2.85,193.82,26.5,70.8,,,107.0,12.02,0.09,2.9671363830566406
-12.133878,-76.979743,9,0.13,141.00,5,8,21,18,4.15,2.47,201.79,26.5,70.8,,,106.0,12.05,0.10,3.9175827503204346
-12.133879,-76.979743,9,0.13,141.00,5,8,21,18,4.19,2.56,198.80,26.5,70.8,,,107.0,12.05,0.09,4.855494022369385
-12.133879,-76.979743,9,0.13,141.10,5,8,21,18,4.40,2.47,197.80,26.6,70.8,,,107.0,12.05,0.10,5.229676246643066
